t,psi_truth,psi_recovered
3492.0,0.013492583238689381,0.011095577919800557
3504.0,0.01380185686187736,0.01113374522758024
3516.0,0.01411718246479191,0.011172027753658526
3528.0,0.01443865145829913,0.011210426200519624
3540.0,0.01476635596898124,0.011248941272372484
3552.0,0.015100388828057395,0.011287573675112489
3564.0,0.015440843559790873,0.011326324116281414
3576.0,0.015787814369376107,0.01136519330502729
3588.0,0.016141396130299395,0.01140418195206401
3600.0,0.016501684371166787,0.011443290769628314
3612.0,0.016868775261993266,0.011482520471438468
3624.0,0.01724276559994724,0.011521871772649975
3636.0,0.01762375279454425,0.011561345389811496
3648.0,0.018011834852284747,0.011600942040820059
3660.0,0.018407110360730044,0.011640662444874696
3672.0,0.01880967847201128,0.01168050732243029
3684.0,0.019219638885766242,0.01172047739514969
3696.0,0.019637091831499195,0.011760573385854602
3708.0,0.020062138050358665,0.01180079601847793
3720.0,0.02049487877632902,0.011841146018012262
3732.0,0.020935415716831114,0.01188162411045926
3744.0,0.021383851032728135,0.011922231022778514
3756.0,0.021840287317732517,0.011962967482833431
3768.0,0.022304827577210418,0.01200383421933899
3780.0,0.02277757520638007,0.012044831961806245
3792.0,0.023258633967900975,0.012085961440487535
3804.0,0.02374810796885096,0.012127223386319858
3816.0,0.024246101637088083,0.01216861853086771
3828.0,0.024752719696995527,0.01221014760626541
3840.0,0.025268067144606485,0.012251811345157314
3852.0,0.02579224922210791,0.012293610480639261
3864.0,0.026325371391720986,0.012335545746195192
3876.0,0.026867539308957137,0.01237761787563843
3888.0,0.02741885879524856,0.01241982760304653
3900.0,0.027979435809952605,0.012462175662699373
3912.0,0.028549376421729264,0.012504662789012931
3924.0,0.02912878677929202,0.012547289716474917
3936.0,0.029717773081532173,0.012590057179578215
3948.0,0.03031644154701683,0.012632965912752356
3960.0,0.030924898382862193,0.012676016650296683
3972.0,0.03154324975298235,0.012719210126309909
3984.0,0.03217160174571612,0.012762547074619796
3996.0,0.03281006034083312,0.012806028228712414
4008.0,0.03345873137592191,0.012849654321659368
4020.0,0.034117720512162296,0.012893426086044185
4032.0,0.034787133199485454,0.012937344253889163
4044.0,0.03546707464112452,0.01298140955657976
4056.0,0.036157649757560244,0.013025622724787293
4068.0,0.036858963149865136,0.013069984488392652
4080.0,0.03757111906245123,0.013114495576408931
4092.0,0.03829422134522602,0.013159156716900489
4104.0,0.039028373415162305,0.01320396863690345
4116.0,0.039773678217287216,0.013248932062345092
4128.0,0.040530238185097274,0.013294047717961124
4140.0,0.041298155200405424,0.013339316327212379
4152.0,0.04207753055262757,0.013384738612200332
4164.0,0.042868464897515765,0.013430315293583052
4176.0,0.04367105821534597,0.01347604709048772
4188.0,0.044485409768568886,0.013521934720424234
4200.0,0.04531161805893233,0.013567978899196434
4212.0,0.04614978078408461,0.013614180340813173
4224.0,0.04699999479366824,0.013660539757397748
4236.0,0.04786235604491441,0.013707057859097649
4248.0,0.04873695955774817,0.013753735353989605
4260.0,0.049623899369416094,0.013800572947990697
4272.0,0.05052326848864701,0.013847571344759876
4284.0,0.05143515884935817,0.013894731245604523
4296.0,0.05235966126391926,0.013942053349384143
4308.0,0.053296865375986276,0.01398953835241358
4320.0,0.054246859612919425,0.01403718694836209
4332.0,0.055209731137798285,0.014084999828158556
4344.0,0.05618556580104803,0.014132977679886173
4356.0,0.05717444809169205,0.014181121188684934
4368.0,0.05817646108824553,0.014229431036647644
4380.0,0.05919168640926507,0.014277907902716616
4392.0,0.0602202041635715,0.014326552462579904
4404.0,0.061262092900161,0.014375365388565833
4416.0,0.06231742955782209,0.014424347349536355
4428.0,0.06338628941447556,0.014473499010781161
4440.0,0.0644687460362553,0.01452282103390791
4452.0,0.06556487122634751,0.014572314076733657
4464.0,0.06667473497360779,0.014621978793175172
4476.0,0.06779840540097483,0.014671815833137196
4488.0,0.06893594871369944,0.014721825842401247
4500.0,0.07008742914741041,0.01477200946251201
4512.0,0.07125290891603561,0.014822367330663395
4524.0,0.0724324481596006,0.014872900079584077
4536.0,0.0736261048919251,0.014923608337421838
4548.0,0.07483393494823919,0.014974492727626874
4560.0,0.07605599193274085,0.015025553868832996
4572.0,0.07729232716611777,0.015076792374741722
4584.0,0.0785429896330552,0.015128208854000569
4596.0,0.07980802592975418,0.015179803910083875
4608.0,0.08108748021148256,0.015231578141171626
4620.0,0.08238139414018311,0.015283532140027527
4632.0,0.08368980683216319,0.015335666493875855
4644.0,0.08501275480588966,0.015387981784278658
4656.0,0.08635027192991493,0.01544047858700949
4668.0,0.08770238937095867,0.015493157471930738
4680.0,0.0890691355421709,0.0155460190028648
4692.0,0.09045053605160241,0.01559906373746972
4704.0,0.09184661365090858,0.015652292227109406
4716.0,0.09325738818431271,0.015705705016726523
4728.0,0.09468287653785613,0.01575930264471291
4740.0,0.09612309258896166,0.015813085642779334
4752.0,0.09757804715633767,0.01586705453582568
4764.0,0.0990477479502505,0.015921209841808406
4776.0,0.10053219952319208,0.01597555207160939
4788.0,0.102031403220972,0.0160300817289036
4800.0,0.1035453571342608,0.016084799310024142
4812.0,0.10507405605061361,0.01613970530382986
4824.0,0.10661749140700226,0.016194800191569457
4836.0,0.10817565124288465,0.01625008444674702
4848.0,0.10974852015383968,0.0163055585349862
4860.0,0.11133607924579753,0.016361222913892776
4872.0,0.11293830608989336,0.016417078032918926
4884.0,0.11455517467797417,0.01647312433322494
4896.0,0.11618665537878778,0.01652936224754146
4908.0,0.11783271489488312,0.016585792200030883
4920.0,0.11949331622025135,0.01664241460614832
4932.0,0.12116841859873698,0.016699229872502774
4944.0,0.12285797748324835,0.016756238396715382
4956.0,0.12456194449579723,0.016813440567282095
4968.0,0.1262802673883964,0.016870836763430062
4980.0,0.1280128900048445,0.016928427354978945
4992.0,0.12975975224342798,0.016986212702198078
5004.0,0.13152079002056877,0.017044193155665327
5016.0,0.1332959352354472,0.017102369056125263
5028.0,0.13508511573562867,0.017160740734347125
5040.0,0.1368882552837241,0.017219308510981628
5052.0,0.13870527352511036,0.017278072696419046
5064.0,0.14053608595674294,0.01733703359064659
5076.0,0.14238060389708598,0.017396191483104596
5088.0,0.1442387344571894,0.017455546652543813
5100.0,0.14611038051294128,0.01751509936688328
5112.0,0.14799544067852174,0.017574849883065125
5124.0,0.14989380928108811,0.01763479844691325
5136.0,0.15180537633671615,0.017694945292988908
5148.0,0.15373002752762616,0.0177552906444476
5160.0,0.15566764418071916,0.01781583471289646
5172.0,0.15761810324745032,0.017876577698251093
5184.0,0.15958127728506497,0.017937519788592537
5196.0,0.16155703443922262,0.01799866116002337
5208.0,0.1635452384280351,0.018060001976527802
5220.0,0.16554574852754164,0.018121542389826814
5232.0,0.16755841955864756,0.01818328253923765
5244.0,0.16958310187554743,0.018245222551530528
5256.0,0.1716196413556591,0.018307362540789768
5268.0,0.17366787939108885,0.018369702608269638
5280.0,0.1757276528816517,0.01843224284225621
5292.0,0.17779879422946768,0.01849498331792649
5304.0,0.1798811313351553,0.01855792409720742
5316.0,0.18197448759564372,0.01862106522863883
5328.0,0.18407868190362264,0.018684406747233637
5340.0,0.18619352864864955,0.018747948674340036
5352.0,0.188318837719934,0.01881169101750442
5364.0,0.19045441451081566,0.018875633770334924
5376.0,0.19260005992495466,0.018939776912364502
5388.0,0.19475557038425115,0.0190041204089171
5400.0,0.19692073783850872,0.019068664210972697
5412.0,0.199095349776859,0.019133408255034005
5424.0,0.20127918924096086,0.01919835246299388
5436.0,0.20347203483998805,0.019263496742004192
5448.0,0.20567366076741916,0.019328840984344245
5460.0,0.2078838368196417,0.019394385067292165
5472.0,0.21010232841638157,0.01946012885299625
5484.0,0.2123288966229693,0.019526072188347614
5496.0,0.21456329817445263,0.019592214904853536
5508.0,0.21680528550156386,0.019658556818513376
5520.0,0.2190546067585515,0.019725097729694413
5532.0,0.22131100585288183,0.019791837423009488
5544.0,0.2235742224768181,0.019858775667196668
5556.0,0.2258439921408823,0.019925912214998294
5568.0,0.22812004620920384,0.019993246803045345
5580.0,0.23040211193675933,0.020060779151737776
5592.0,0.23268991250850593,0.02012850896513265
5604.0,0.23498316708040948,0.020196435930828115
5616.0,0.2372815908223692,0.020264559719853865
5628.0,0.23958489496303825,0.0203328799865595
5640.0,0.24189278683653848,0.02040139636850695
5652.0,0.24420496993106838,0.02047010848636508
5664.0,0.24652114393939994,0.020539015943802995
5676.0,0.2488410048112609,0.020608118327390026
5688.0,0.25116424480759714,0.020677415206492605
5700.0,0.2534905525567086,0.020746906133178
5712.0,0.25581961311225243,0.020816590642116273
5724.0,0.25815110801310376,0.020886468250486435
5736.0,0.2604847153450662,0.02095653845788486
5748.0,0.2628201098044203,0.02102680074623374
5760.0,0.2651569627633007,0.021097254579696134
5772.0,0.2674949423368865,0.021167899404587652
5784.0,0.2698337134523945,0.021238734649296806
5796.0,0.2721729379198588,0.021309759724201814
5808.0,0.2745122745046815,0.0213809740215948
5820.0,0.2768513790019388,0.02145237691560565
5832.0,0.2791899043124237,0.021523967762129184
5844.0,0.28152750052040676,0.02159574589875577
5856.0,0.28386381497309643,0.021667710644703894
5868.0,0.28619849236177575,0.02173986130075639
5880.0,0.2885311748045959,0.021812197149197285
5892.0,0.29086150193100263,0.02188471745375492
5904.0,0.293189110967771,0.021957421459545393
5916.0,0.2955136368266249,0.022030308393019914
5928.0,0.2978347121934146,0.02210337746191575
5940.0,0.300151967618825,0.022176627855209227
5952.0,0.30246503161058724,0.022250058743072412
5964.0,0.3047735307271645,0.022323669276833866
5976.0,0.3070770896728819,0.02239745858894114
5988.0,0.309375331394469,0.02247142579292751
6000.0,0.31166787717898453,0.022545569983382065
6012.0,0.3139543467530886,0.022619890235923784
